18, 0, 3
19, 0, 3
25, 0, 3
26, 0, 3
17, 0, 4
18, 0, 4
19, 0, 4
20, 0, 4
21, 0, 4
23, 0, 4
24, 0, 4
25, 0, 4
26, 0, 4
27, 0, 4
17, 0, 5
18, 0, 5
19, 0, 5
20, 0, 5
21, 0, 5
23, 0, 5
24, 0, 5
25, 0, 5
26, 0, 5
27, 0, 5
17, 0, 6
18, 0, 6
19, 0, 6
20, 0, 6
21, 0, 6
23, 0, 6
24, 0, 6
25, 0, 6
26, 0, 6
27, 0, 6
28, 0, 6
16, 0, 7
17, 0, 7
18, 0, 7
19, 0, 7
20, 0, 7
21, 0, 7
23, 0, 7
24, 0, 7
25, 0, 7
26, 0, 7
27, 0, 7
28, 0, 7
16, 0, 8
17, 0, 8
18, 0, 8
19, 0, 8
20, 0, 8
21, 0, 8
23, 0, 8
24, 0, 8
25, 0, 8
26, 0, 8
27, 0, 8
28, 0, 8
16, 0, 9
17, 0, 9
18, 0, 9
19, 0, 9
20, 0, 9
21, 0, 9
23, 0, 9
24, 0, 9
25, 0, 9
26, 0, 9
27, 0, 9
28, 0, 9
15, 0, 10
16, 0, 10
17, 0, 10
18, 0, 10
19, 0, 10
20, 0, 10
21, 0, 10
22, 0, 10
23, 0, 10
24, 0, 10
25, 0, 10
26, 0, 10
27, 0, 10
28, 0, 10
16, 0, 11
17, 0, 11
18, 0, 11
19, 0, 11
20, 0, 11
21, 0, 11
22, 0, 11
23, 0, 11
24, 0, 11
25, 0, 11
26, 0, 11
27, 0, 11
28, 0, 11
16, 0, 12
17, 0, 12
18, 0, 12
19, 0, 12
20, 0, 12
21, 0, 12
22, 0, 12
23, 0, 12
24, 0, 12
25, 0, 12
26, 0, 12
27, 0, 12
28, 0, 12
16, 0, 13
17, 0, 13
18, 0, 13
19, 0, 13
20, 0, 13
21, 0, 13
23, 0, 13
24, 0, 13
25, 0, 13
26, 0, 13
27, 0, 13
28, 0, 13
17, 0, 14
18, 0, 14
19, 0, 14
20, 0, 14
24, 0, 14
25, 0, 14
26, 0, 14
27, 0, 14
17, 1, 3
18, 1, 3
19, 1, 3
20, 1, 3
24, 1, 3
25, 1, 3
26, 1, 3
27, 1, 3
17, 1, 4
21, 1, 4
23, 1, 4
28, 1, 4
16, 1, 5
21, 1, 5
23, 1, 5
28, 1, 5
16, 1, 6
21, 1, 6
23, 1, 6
28, 1, 6
16, 1, 7
21, 1, 7
23, 1, 7
28, 1, 7
15, 1, 8
22, 1, 8
29, 1, 8
15, 1, 9
22, 1, 9
29, 1, 9
15, 1, 10
29, 1, 10
15, 1, 11
29, 1, 11
15, 1, 12
29, 1, 12
16, 1, 13
22, 1, 13
28, 1, 13
16, 1, 14
17, 1, 14
20, 1, 14
21, 1, 14
23, 1, 14
24, 1, 14
27, 1, 14
28, 1, 14
18, 1, 15
19, 1, 15
