3, 0, 1
4, 0, 1
12, 0, 1
13, 0, 1
2, 0, 2
3, 0, 2
4, 0, 2
5, 0, 2
12, 0, 2
13, 0, 2
14, 0, 2
2, 0, 3
3, 0, 3
4, 0, 3
5, 0, 3
11, 0, 3
12, 0, 3
13, 0, 3
14, 0, 3
2, 0, 4
3, 0, 4
4, 0, 4
5, 0, 4
11, 0, 4
12, 0, 4
13, 0, 4
14, 0, 4
2, 0, 5
3, 0, 5
4, 0, 5
5, 0, 5
11, 0, 5
12, 0, 5
13, 0, 5
14, 0, 5
2, 0, 6
3, 0, 6
4, 0, 6
5, 0, 6
11, 0, 6
12, 0, 6
13, 0, 6
14, 0, 6
2, 0, 7
3, 0, 7
4, 0, 7
5, 0, 7
11, 0, 7
12, 0, 7
13, 0, 7
14, 0, 7
2, 0, 8
3, 0, 8
4, 0, 8
5, 0, 8
11, 0, 8
12, 0, 8
13, 0, 8
14, 0, 8
2, 0, 9
3, 0, 9
4, 0, 9
5, 0, 9
12, 0, 9
13, 0, 9
14, 0, 9
3, 0, 10
4, 0, 10
12, 0, 10
13, 0, 10
14, 0, 10
3, 0, 11
4, 0, 11
12, 0, 11
13, 0, 11
3, 1, 1
4, 1, 1
13, 1, 1
2, 1, 2
3, 1, 2
4, 1, 2
5, 1, 2
12, 1, 2
13, 1, 2
14, 1, 2
2, 1, 3
3, 1, 3
4, 1, 3
5, 1, 3
12, 1, 3
13, 1, 3
14, 1, 3
2, 1, 4
3, 1, 4
4, 1, 4
5, 1, 4
11, 1, 4
12, 1, 4
13, 1, 4
14, 1, 4
2, 1, 5
3, 1, 5
4, 1, 5
5, 1, 5
11, 1, 5
12, 1, 5
13, 1, 5
14, 1, 5
2, 1, 6
3, 1, 6
4, 1, 6
5, 1, 6
11, 1, 6
12, 1, 6
13, 1, 6
14, 1, 6
2, 1, 7
3, 1, 7
4, 1, 7
5, 1, 7
12, 1, 7
13, 1, 7
14, 1, 7
2, 1, 8
3, 1, 8
4, 1, 8
12, 1, 8
13, 1, 8
14, 1, 8
3, 1, 9
4, 1, 9
12, 1, 9
13, 1, 9
2, 2, 2
3, 2, 2
4, 2, 2
12, 2, 2
13, 2, 2
14, 2, 2
2, 2, 3
3, 2, 3
4, 2, 3
5, 2, 3
12, 2, 3
13, 2, 3
14, 2, 3
2, 2, 4
3, 2, 4
4, 2, 4
5, 2, 4
11, 2, 4
12, 2, 4
13, 2, 4
14, 2, 4
2, 2, 5
3, 2, 5
4, 2, 5
5, 2, 5
11, 2, 5
12, 2, 5
13, 2, 5
14, 2, 5
2, 2, 6
3, 2, 6
4, 2, 6
5, 2, 6
12, 2, 6
13, 2, 6
14, 2, 6
3, 2, 7
4, 2, 7
12, 2, 7
13, 2, 7
2, 3, 2
3, 3, 2
4, 3, 2
12, 3, 2
13, 3, 2
14, 3, 2
2, 3, 3
3, 3, 3
4, 3, 3
5, 3, 3
11, 3, 3
12, 3, 3
13, 3, 3
14, 3, 3
2, 3, 4
3, 3, 4
4, 3, 4
5, 3, 4
11, 3, 4
12, 3, 4
13, 3, 4
14, 3, 4
2, 3, 5
3, 3, 5
4, 3, 5
5, 3, 5
12, 3, 5
13, 3, 5
14, 3, 5
3, 3, 6
13, 3, 6
2, 4, 2
3, 4, 2
4, 4, 2
12, 4, 2
13, 4, 2
14, 4, 2
2, 4, 3
3, 4, 3
4, 4, 3
5, 4, 3
11, 4, 3
12, 4, 3
13, 4, 3
14, 4, 3
2, 4, 4
3, 4, 4
4, 4, 4
5, 4, 4
11, 4, 4
12, 4, 4
13, 4, 4
14, 4, 4
2, 4, 5
3, 4, 5
4, 4, 5
5, 4, 5
12, 4, 5
13, 4, 5
14, 4, 5
3, 4, 6
4, 4, 6
13, 4, 6
2, 5, 2
3, 5, 2
4, 5, 2
12, 5, 2
13, 5, 2
14, 5, 2
2, 5, 3
3, 5, 3
4, 5, 3
5, 5, 3
11, 5, 3
12, 5, 3
13, 5, 3
14, 5, 3
2, 5, 4
3, 5, 4
4, 5, 4
5, 5, 4
11, 5, 4
12, 5, 4
13, 5, 4
14, 5, 4
2, 5, 5
3, 5, 5
4, 5, 5
5, 5, 5
11, 5, 5
12, 5, 5
13, 5, 5
14, 5, 5
3, 5, 6
4, 5, 6
13, 5, 6
2, 6, 2
3, 6, 2
4, 6, 2
5, 6, 2
12, 6, 2
13, 6, 2
14, 6, 2
2, 6, 3
3, 6, 3
4, 6, 3
5, 6, 3
11, 6, 3
12, 6, 3
13, 6, 3
14, 6, 3
2, 6, 4
3, 6, 4
4, 6, 4
5, 6, 4
11, 6, 4
